	tconst	averageRating	numVotes	primaryTitle	startYear	runtimeMinutes	genres
7968	tt0025028	7.2	1490	Dames	1934	91	Comedy,Musical,Romance
7976	tt0025037	7.2	1353	Death Takes a Holiday	1934	79	Drama,Fantasy,Romance
8009	tt0025091	6.9	1120	Evelyn Prentice	1934	79	Drama,Mystery,Romance
8032	tt0025129	7.0	1098	Fog Over Frisco	1934	68	Crime,Mystery,Thriller
8054	tt0025164	7.6	5813	The Gay Divorcee	1934	107	Comedy,Musical,Romance
8150	tt0025301	7.6	3300	Imitation of Life	1934	111	Drama,Romance
8160	tt0025316	8.1	76933	It Happened One Night	1934	105	Comedy,Romance
8161	tt0025318	7.4	4184	It's a Gift	1934	68	Comedy
8171	tt0025330	7.1	1213	Jimmy the Gent	1934	67	Comedy,Crime,Drama
8174	tt0025335	6.4	1543	Judge Priest	1934	80	Comedy,Drama,Romance
8226	tt0025410	7.1	1030	Little Miss Marker	1934	80	Comedy,Drama,Family
8237	tt0025423	7.0	2492	The Lost Patrol	1934	73	Adventure,War
8254	tt0025452	6.9	14190	The Man Who Knew Too Much	1934	75	Crime,Mystery,Thriller
8258	tt0025456	7.5	1593	Man of Aran	1934	76	Documentary
8264	tt0025464	7.2	2961	Manhattan Melodrama	1934	93	Crime,Drama,Romance
8265	tt0025465	3.5	1759	Maniac	1934	51	Horror
8285	tt0025493	7.5	2115	The Merry Widow	1934	99	Comedy,Musical,Romance
8298	tt0025509	8.1	1252	Les Misérables	1934	281	Drama
8347	tt0025586	7.3	4993	Of Human Bondage	1934	83	Drama,Romance
8365	tt0025607	7.8	1119	Operator 13	1934	85	Drama,History,Romance
8368	tt0025610	7.2	1046	Our Daily Bread	1934	80	Drama,Romance
8373	tt0025617	6.7	1057	The Painted Veil	1934	85	Drama,Romance
8455	tt0025746	7.7	4622	The Scarlet Empress	1934	104	Drama,History,Romance
8457	tt0025748	7.6	3247	The Scarlet Pimpernel	1934	97	Adventure,Drama
8532	tt0025862	7.6	4181	Tarzan and His Mate	1934	104	Action,Adventure
8540	tt0025878	8.1	22710	The Thin Man	1934	91	Comedy,Crime,Mystery
8558	tt0025898	7.4	1172	Toni	1935	81	Crime,Drama,Romance
8563	tt0025907	7.2	1957	Treasure Island	1934	110	Adventure,Family
8565	tt0025913	7.5	12703	Triumph of the Will	1935	114	Documentary,History,War
8567	tt0025919	7.8	4992	Twentieth Century	1934	91	Comedy,Romance
8576	tt0025929	7.9	2409	A Story of Floating Weeds	1934	86	Drama
8649	tt0026029	7.8	43947	The 39 Steps	1935	86	Mystery,Thriller
8670	tt0026056	7.0	3118	Alice Adams	1935	99	Comedy,Drama,Romance
8680	tt0026071	7.1	4281	Anna Karenina	1935	95	Drama,Romance
8682	tt0026073	6.8	1343	Annie Oakley	1935	90	Biography,Drama,Western
8698	tt0026097	6.9	1204	Barbary Coast	1935	91	Adventure,Drama,Romance
8724	tt0026123	7.0	1317	The Black Room	1935	70	Crime,Horror
8727	tt0026126	6.9	1503	Bonnie Scotland	1935	80	Comedy
8730	tt0026129	7.1	1209	Bordertown	1935	90	Crime,Drama
8738	tt0026138	7.9	36437	Bride of Frankenstein	1935	75	Drama,Horror,Sci-Fi
8742	tt0026144	6.8	1216	Broadway Melody of 1936	1935	101	Musical,Romance
8759	tt0026164	6.9	1458	Call of the Wild	1935	89	Action,Adventure,Drama
8762	tt0026174	7.8	10901	Captain Blood	1935	119	Action,Adventure
8780	tt0026197	7.1	1550	Charlie Chan in Egypt	1935	73	Comedy,Crime,Horror
8781	tt0026198	7.5	1249	Charlie Chan in Paris	1935	72	Comedy,Crime,Drama
8782	tt0026199	7.4	1114	Charlie Chan in Shanghai	1935	71	Comedy,Crime,Mystery
8787	tt0026205	7.0	1871	China Seas	1935	87	Action,Adventure,Drama
8816	tt0026246	7.0	1341	Crime and Punishment	1935	88	Crime,Drama
8820	tt0026252	6.9	1365	Curly Top	1935	75	Family,Musical,Romance
8828	tt0026261	7.1	2321	Dangerous	1935	79	Drama
8832	tt0026266	7.5	3168	David Copperfield	1935	130	Adventure,Drama,Romance
8842	tt0026276	7.2	2220	The Devil Is a Woman	1935	79	Comedy,Drama,Romance
8922	tt0026393	7.2	2998	'G' Men	1935	85	Crime,Drama,Film-Noir
8930	tt0026406	6.9	1388	The Ghost Goes West	1935	95	Comedy,Fantasy,Horror
8944	tt0026421	7.5	2120	Gold Diggers of 1935	1935	95	Comedy,Musical
8966	tt0026452	7.1	1275	Hands Across the Table	1935	80	Comedy,Romance
9025	tt0026529	7.5	4874	The Informer	1935	91	Crime,Drama
9109	tt0026641	6.9	1093	The Littlest Rebel	1935	73	Comedy,Drama,Family
9110	tt0026643	7.3	2124	The Lives of a Bengal Lancer	1935	109	Adventure,Drama
9126	tt0026663	7.4	3556	Mad Love	1935	68	Horror,Romance,Sci-Fi
9142	tt0026685	6.3	3556	Mark of the Vampire	1935	60	Horror,Mystery
9163	tt0026714	7.0	2663	A Midsummer Night's Dream	1935	133	Comedy,Fantasy,Romance
9172	tt0026725	7.6	2849	Les Misérables	1935	108	Drama,History,Romance
9191	tt0026752	7.8	17871	Mutiny on the Bounty	1935	132	Adventure,Biography,Drama
9211	tt0026778	8.0	27138	A Night at the Opera	1935	96	Comedy,Music,Musical
9261	tt0026840	7.8	1006	Page Miss Glory	1935	93	Comedy,Music,Romance
9281	tt0026866	7.2	1502	Peter Ibbetson	1935	88	Drama,Fantasy,Romance
9313	tt0026912	7.1	3639	The Raven	1935	61	Crime,Horror
9336	tt0026942	7.1	2472	Roberta	1935	106	Comedy,Musical,Romance
9342	tt0026955	7.7	3096	Ruggles of Red Gap	1935	90	Comedy,Romance
9355	tt0026972	6.6	1453	Scrooge	1935	78	Drama,Family,Fantasy
9362	tt0026983	6.6	1172	She	1935	101	Adventure,Fantasy,Romance
9430	tt0027067	6.2	2960	Sylvia Scarlett	1935	95	Comedy,Drama,Romance
9438	tt0027075	7.8	4348	A Tale of Two Cities	1935	128	Drama,History,Romance
9480	tt0027125	7.8	14762	Top Hat	1935	101	Comedy,Musical,Romance
9525	tt0027194	6.5	3920	Werewolf of London	1935	75	Drama,Fantasy,Horror
9542	tt0027214	7.4	1681	The Whole Town's Talking	1935	93	Comedy,Crime,Drama
9577	tt0027260	7.7	7983	After the Thin Man	1936	112	Comedy,Crime,Mystery
9593	tt0027286	6.3	1355	The Amazing Adventure	1936	80	Comedy,Drama,Romance
9599	tt0027300	6.5	1320	Anthony Adverse	1936	141	Adventure,Drama,Romance
9625	tt0027336	7.8	2511	The Lower Depths	1936	95	Crime,Drama,Romance
9650	tt0027367	7.0	2127	Black Legion	1937	83	Crime,Drama,Film-Noir
9658	tt0027376	6.8	1459	The Bohemian Girl	1936	71	Comedy,Musical
9668	tt0027387	6.8	1091	Born to Dance	1936	106	Comedy,Musical
9686	tt0027407	7.1	2164	Bullets or Ballots	1936	82	Crime,Drama,Film-Noir
9691	tt0027413	7.7	1472	Cain and Mabel	1936	90	Comedy,Musical,Romance
9712	tt0027438	7.1	3774	The Charge of the Light Brigade	1936	115	Action,Adventure,Romance
9713	tt0027439	7.4	1294	Charlie Chan at the Circus	1936	72	Comedy,Crime,Mystery
9714	tt0027440	7.6	1656	Charlie Chan at the Opera	1936	68	Mystery
9715	tt0027441	7.6	1124	Charlie Chan at the Race Track	1936	70	Comedy,Crime,Mystery
9716	tt0027442	7.5	1120	Charlie Chan's Secret	1936	72	Comedy,Crime,Horror
9731	tt0027459	7.0	1453	Come and Get It	1936	99	Drama
9748	tt0027478	7.5	2275	The Crime of Monsieur Lange	1936	80	Comedy,Crime,Drama
9774	tt0027515	7.3	1641	Desire	1936	89	Comedy,Crime,Romance
9780	tt0027521	7.1	3044	The Devil-Doll	1936	78	Drama,Horror,Sci-Fi
9786	tt0027532	8.1	6858	Dodsworth	1936	101	Drama,Romance
9796	tt0027545	6.4	4511	Dracula's Daughter	1936	71	Drama,Fantasy,Horror
9800	tt0027552	7.6	1399	Bizarre, Bizarre	1937	94	Comedy
9828	tt0027593	7.1	1240	The Ex-Mrs. Bradford	1936	82	Comedy,Mystery,Romance
9846	tt0027623	7.3	1774	Flash Gordon	1936	245	Action,Adventure,Sci-Fi
9851	tt0027630	7.2	3392	Follow the Fleet	1936	110	Comedy,Musical,Romance
9865	tt0027652	7.9	9684	Fury	1936	92	Crime,Drama,Film-Noir
9869	tt0027657	6.0	1129	The Garden of Allah	1936	79	Adventure,Drama,Romance
9882	tt0027672	7.7	1903	Sisters of the Gion	1936	69	Drama
9903	tt0027698	6.8	5885	The Great Ziegfeld	1936	176	Biography,Drama,Musical
9943	tt0027752	7.9	2392	The Only Son	1936	87	Drama
9978	tt0027800	6.7	1737	The Invisible Ray	1936	80	Horror,Sci-Fi,Thriller
10043	tt0027884	7.9	5982	Libeled Lady	1936	98	Comedy,Romance
10052	tt0027893	7.3	1420	Little Lord Fauntleroy	1936	102	Drama,Family
10087	tt0027948	6.4	1941	Mary of Scotland	1936	123	Biography,Drama,History
10105	tt0027969	6.7	1277	The Milky Way	1936	89	Comedy
10111	tt0027977	8.5	171371	Modern Times	1936	87	Comedy,Drama,Family
10127	tt0027996	8.0	16674	Mr. Deeds Goes to Town	1936	115	Comedy,Drama,Romance
10138	tt0028010	8.1	17239	My Man Godfrey	1936	94	Comedy,Drama,Romance
10146	tt0028021	7.4	1591	Osaka Elegy	1936	71	Comedy,Drama
10179	tt0028070	7.5	2134	Our Relations	1936	73	Comedy
10196	tt0028096	7.6	10503	The Petrified Forest	1936	82	Drama,Film-Noir,Romance
10206	tt0028108	6.9	1677	The Plainsman	1936	113	Biography,History,Romance
10215	tt0028118	7.2	1038	Poor Little Rich Girl	1936	79	Adventure,Comedy,Family
10235	tt0028141	7.3	1676	The Prisoner of Shark Island	1936	96	Biography,Drama,History
10257	tt0028167	7.2	1271	Rembrandt	1936	85	Biography,Drama
10263	tt0028174	3.2	1242	Revolt of the Zombies	1936	65	Adventure,Horror
10283	tt0028201	7.7	1464	The Story of a Cheat	1936	81	Comedy
10284	tt0028203	6.7	1412	Romeo and Juliet	1936	125	Drama,Romance
10290	tt0028212	7.1	12327	Sabotage	1936	76	Thriller
10294	tt0028216	7.3	4254	San Francisco	1936	115	Drama,Musical,Romance
10297	tt0028219	6.2	1541	Satan Met a Lady	1936	74	Drama,Film-Noir,Mystery
10305	tt0028231	6.6	6726	Secret Agent	1936	86	Mystery,Thriller
10318	tt0028249	7.6	2376	Show Boat	1936	113	Comedy,Drama,Musical
10368	tt0028313	7.4	1803	The Story of Louis Pasteur	1936	86	Biography,Drama,History
10369	tt0028315	7.2	1005	Stowaway	1936	87	Adventure,Family,Musical
10378	tt0028330	6.5	1029	Suzy	1936	93	Drama
10381	tt0028333	7.7	10107	Swing Time	1936	103	Comedy,Musical,Romance
10389	tt0028345	7.0	2774	Tarzan Escapes	1936	89	Action,Adventure
10390	tt0028346	3.7	6848	Reefer Madness	1936	66	Drama,Thriller
10396	tt0028355	7.3	1756	Theodora Goes Wild	1936	94	Comedy,Romance
10397	tt0028356	7.6	1817	These Three	1936	93	Drama,Romance
10399	tt0028358	6.7	5725	Things to Come	1936	100	Drama,Sci-Fi,War
10486	tt0028478	6.7	1747	The Walking Dead	1936	66	Crime,Horror,Sci-Fi
10507	tt0028505	7.1	2590	Wife vs. Secretary	1936	88	Comedy,Drama,Romance
10555	tt0028575	7.4	1614	Angel	1937	91	Comedy,Drama,Romance
10570	tt0028597	7.9	14865	The Awful Truth	1937	91	Comedy,Romance
10637	tt0028683	7.5	6228	Camille	1936	109	Drama,Romance
10642	tt0028691	8.0	7384	Captains Courageous	1937	117	Adventure,Drama,Family
10650	tt0028707	7.3	1176	Charlie Chan at Monte Carlo	1937	72	Comedy,Crime,Mystery
10651	tt0028708	7.6	1293	Charlie Chan at the Olympics	1937	71	Comedy,Crime,Mystery
10652	tt0028709	7.6	1145	Charlie Chan on Broadway	1937	68	Comedy,Crime,Mystery
10673	tt0028739	6.7	1140	Conquest	1937	113	Drama,History,Romance
10688	tt0028757	6.9	1479	A Damsel in Distress	1937	101	Comedy,Musical,Romance
10700	tt0028772	7.7	11515	A Day at the Races	1937	111	Comedy,Musical,Sport
10701	tt0028773	7.4	5101	Dead End	1937	93	Crime,Drama,Film-Noir
10725	tt0028804	7.1	1490	Double Wedding	1937	87	Comedy,Romance
10735	tt0028816	7.8	2387	Easy Living	1937	88	Comedy,Romance
10737	tt0028818	7.4	1401	The Edge of the World	1937	81	Drama,History,Romance
10751	tt0028842	7.8	1159	Ever Since Eve	1937	80	Comedy,Romance
10773	tt0028872	6.7	1324	Fire Over England	1937	92	Adventure,History,Romance
10824	tt0028944	7.8	3913	The Good Earth	1937	138	Drama,Romance
10829	tt0028950	8.1	29448	La Grande Illusion	1937	113	Drama,War
10858	tt0028988	7.3	3461	Heidi	1937	88	Drama,Family,Musical
10869	tt0029002	7.4	1220	History Is Made at Night	1937	97	Drama,Romance
10890	tt0029030	7.3	2003	The Hurricane	1937	110	Action,Drama,Romance
10903	tt0029047	6.9	1739	In Old Chicago	1938	95	Action,Drama,Musical
10911	tt0029058	7.7	1609	It's Love I'm After	1937	90	Comedy
10930	tt0029080	7.4	2421	Kid Galahad	1937	102	Crime,Drama,Romance
10961	tt0029118	6.8	1080	The Last Gangster	1937	81	Crime,Drama,Thriller
10981	tt0029146	7.3	5796	The Life of Emile Zola	1937	116	Biography,Drama
10995	tt0029162	7.8	10363	Lost Horizon	1937	97	Adventure,Drama,Fantasy
11015	tt0029192	8.3	5777	Make Way for Tomorrow	1937	91	Comedy,Drama,Romance
11022	tt0029201	7.1	1080	The Man Who Could Work Miracles	1936	82	Comedy,Fantasy
11032	tt0029217	7.4	2730	Marked Woman	1937	96	Crime,Film-Noir,Thriller
11081	tt0029284	7.4	7823	My Favorite Wife	1940	88	Comedy,Romance
11104	tt0029310	7.3	1658	Night Must Fall	1937	116	Drama,Mystery,Thriller
11107	tt0029314	7.8	1394	Humanity and Paper Balloons	1937	86	Drama
11112	tt0029322	7.3	4966	Nothing Sacred	1937	77	Comedy,Drama,Romance
11119	tt0029335	7.7	1379	Oh, Mr. Porter!	1937	85	Comedy
11198	tt0029440	7.3	2029	The Prince and the Pauper	1937	118	Adventure,Drama,Family
11199	tt0029442	7.7	3620	The Prisoner of Zenda	1937	101	Adventure,Drama,Romance
11208	tt0029453	7.7	5193	Pépé le Moko	1937	94	Crime,Drama,Romance
11249	tt0029511	6.6	1453	San Quentin	1937	70	Drama,Film-Noir
11252	tt0029516	6.6	1234	Saratoga	1937	92	Comedy,Drama,Romance
11275	tt0029546	7.6	5585	Shall We Dance	1937	109	Comedy,Musical,Romance
11304	tt0029583	7.6	152016	Snow White and the Seven Dwarfs	1937	83	Animation,Family,Fantasy
11318	tt0029604	7.8	6512	Stage Door	1937	92	Comedy,Drama
11320	tt0029606	7.6	5901	A Star Is Born	1937	111	Drama
11321	tt0029608	7.5	3715	Stella Dallas	1937	106	Drama,Romance
11346	tt0029650	7.0	1026	That Certain Woman	1937	93	Drama,Romance
11353	tt0029658	7.3	1234	They Won't Forget	1937	95	Drama,Film-Noir,Mystery
11373	tt0029682	7.4	5700	Topper	1937	97	Comedy,Fantasy,Romance
11381	tt0029695	7.4	1124	True Confession	1937	85	Comedy,Crime
11413	tt0029747	7.7	6309	Way Out West	1937	64	Comedy,Family,Western
11417	tt0029751	7.1	1140	Wee Willie Winkie	1937	100	Adventure,Family
11462	tt0029808	7.4	4509	You Only Live Once	1937	86	Crime,Drama,Film-Noir
11465	tt0029811	7.0	7217	The Girl Was Young	1937	80	Crime,Mystery,Romance
11491	tt0029843	8.0	41819	The Adventures of Robin Hood	1938	102	Action,Adventure,Romance
11492	tt0029844	7.3	1384	The Adventures of Tom Sawyer	1938	91	Adventure,Family
11497	tt0029850	7.7	9008	Alexander Nevsky	1938	112	Action,Biography,Drama
11498	tt0029852	7.0	1610	Alexander's Ragtime Band	1938	106	Drama,Musical,Romance
11500	tt0029855	6.8	1954	Algiers	1938	96	Drama,Mystery,Romance
11508	tt0029864	7.0	1916	The Amazing Dr. Clitterhouse	1938	87	Crime,Drama
11512	tt0029870	8.0	17375	Angels with Dirty Faces	1938	97	Crime,Drama,Film-Noir
11547	tt0029923	7.7	2707	Block-Heads	1938	57	Comedy,War
11553	tt0029929	7.4	2486	Bluebeard's Eighth Wife	1938	85	Comedy,Romance
11564	tt0029942	7.3	4460	Boys Town	1938	96	Biography,Drama
11569	tt0029947	8.0	48535	Bringing Up Baby	1938	102	Comedy,Family,Romance
11579	tt0029957	7.7	5619	La Bête Humaine	1938	100	Crime,Drama
11591	tt0029971	7.1	2753	Carefree	1938	83	Comedy,Musical,Romance
11598	tt0029984	7.3	1297	Charlie Chan in Honolulu	1938	67	Comedy,Crime,Horror
11604	tt0029992	7.5	5097	A Christmas Carol	1938	69	Drama,Family,Fantasy
11607	tt0029995	7.2	1597	The Citadel	1938	110	Drama
11645	tt0030044	7.6	2263	The Dawn Patrol	1938	103	Drama,War
11658	tt0030063	6.8	1018	The Divorce of Lady X	1938	92	Comedy,Drama,Romance
11697	tt0030127	7.6	1252	The Baker's Wife	1938	133	Comedy,Drama
11713	tt0030149	7.0	1427	Four Daughters	1938	90	Drama,Music,Romance
11785	tt0030241	7.8	12035	Holiday	1938	95	Comedy,Romance
11794	tt0030252	7.9	1779	Hotel du Nord	1938	95	Drama,Romance
11820	tt0030287	7.6	9968	Jezebel	1938	104	Drama,Romance
11861	tt0030341	7.9	39809	The Lady Vanishes	1938	96	Mystery,Thriller
11891	tt0030386	6.8	1353	Love Finds Andy Hardy	1938	91	Comedy,Romance
11900	tt0030396	6.9	1566	The Mad Miss Manton	1938	80	Comedy,Crime,Mystery
11914	tt0030418	7.6	2325	Marie Antoinette	1938	149	Biography,Drama,History
11931	tt0030442	7.4	1185	Merrily We Live	1938	95	Comedy,Romance
11993	tt0030522	8.0	3679	Olympia Part One: Festival of the Nations	1938	121	Documentary,Sport
11994	tt0030523	7.9	2812	Olympia Part Two: Festival of Beauty	1938	96	Documentary,Sport
12080	tt0030637	7.9	6553	Pygmalion	1938	96	Comedy,Drama,Romance
12085	tt0030643	7.7	6891	Port of Shadows	1938	91	Crime,Drama,Romance
12095	tt0030657	7.1	1149	Rebecca of Sunnybrook Farm	1938	81	Comedy,Drama,Family
12124	tt0030696	6.8	4060	Room Service	1938	78	Comedy
12158	tt0030744	7.1	1134	The Shopworn Angel	1938	85	Drama,Romance,War
12164	tt0030755	7.2	1418	The Sisters	1938	99	Drama
12170	tt0030764	7.2	1528	A Slight Case of Murder	1938	85	Comedy,Crime
12213	tt0030824	6.8	1471	Swiss Miss	1938	73	Comedy,Musical
12230	tt0030845	3.5	1337	The Terror of Tiny Town	1938	62	Western
12232	tt0030848	6.9	1807	Test Pilot	1938	119	Drama,Romance
12247	tt0030865	7.4	1412	Three Comrades	1938	98	Drama,Romance
12259	tt0030879	6.8	1152	Too Hot to Handle	1938	107	Adventure,Comedy,Drama
12299	tt0030944	7.3	2632	Vivacious Lady	1938	90	Comedy,Romance
12336	tt0030993	8.0	19794	You Can't Take It with You	1938	126	Comedy,Drama,Romance
12360	tt0031022	7.6	5319	The Adventures of Sherlock Holmes	1939	85	Crime,Mystery,Thriller
12368	tt0031033	6.4	1301	Allegheny Uprising	1939	81	Adventure,History,Western
12380	tt0031047	7.5	5371	Another Thin Man	1939	103	Comedy,Crime,Mystery
12390	tt0031060	6.9	4855	At the Circus	1939	87	Comedy,Musical
12395	tt0031066	6.5	1952	Babes in Arms	1939	94	Comedy,Musical
12396	tt0031067	7.6	3005	Bachelor Mother	1939	82	Comedy,Romance
12410	tt0031088	7.8	4709	Beau Geste	1939	112	Action,Adventure,Drama
12455	tt0031143	7.3	2087	The Cat and the Canary	1939	72	Comedy,Horror,Mystery
12459	tt0031147	7.6	1311	Charlie Chan at Treasure Island	1939	74	Comedy,Crime,Horror
12461	tt0031149	7.6	1073	Charlie Chan in Reno	1939	71	Comedy,Crime,Drama
12482	tt0031173	6.8	1176	Confessions of a Nazi Spy	1939	104	Drama,War
12508	tt0031210	7.6	8270	Dark Victory	1939	104	Drama,Romance
12521	tt0031225	7.7	8580	Destry Rides Again	1939	94	Comedy,Western
12529	tt0031235	7.2	3804	Dodge City	1939	104	Western
12541	tt0031252	7.2	4701	Drums Along the Mohawk	1939	104	Drama,History,Romance
12546	tt0031260	7.4	2326	Each Dawn I Die	1939	92	Crime,Drama,Film-Noir
12575	tt0031302	6.9	1030	5th Ave Girl	1939	83	Comedy,Romance
12583	tt0031314	7.1	1435	Five Came Back	1939	75	Adventure,Drama,Thriller
12589	tt0031322	6.9	3856	The Flying Deuces	1939	69	Comedy,War
12594	tt0031334	7.6	4788	The Four Feathers	1939	129	Adventure,Drama,Romance
12614	tt0031359	7.4	2956	Gaslight	1940	84	Thriller
12630	tt0031377	6.9	1428	Golden Boy	1939	99	Drama,Romance
12634	tt0031381	8.2	245236	Gone with the Wind	1939	238	Drama,History,Romance
12637	tt0031385	7.8	8607	Goodbye, Mr. Chips	1939	114	Drama,Romance
12639	tt0031387	4.9	1022	The Gorilla	1939	66	Comedy,Horror
12648	tt0031397	6.8	3113	Gulliver's Travels	1939	76	Adventure,Animation,Comedy
12649	tt0031398	7.5	9577	Gunga Din	1939	117	Adventure,Comedy,War
12684	tt0031448	7.6	8005	The Hound of the Baskervilles	1939	80	Horror,Mystery,Thriller
12689	tt0031455	7.9	8728	The Hunchback of Notre Dame	1939	117	Drama,Romance
12705	tt0031473	6.6	1068	Idiot's Delight	1939	107	Comedy,Drama,Musical
12708	tt0031477	7.3	2124	In Name Only	1939	94	Drama,Romance
12719	tt0031491	6.8	1956	Intermezzo: A Love Story	1939	70	Drama,Romance
12727	tt0031500	7.1	2102	It's a Wonderful World	1939	86	Comedy,Crime,Mystery
12732	tt0031505	6.3	7349	Jamaica Inn	1939	108	Adventure,Crime
12734	tt0031507	7.1	3353	Jesse James	1939	106	Biography,Crime,Drama
12740	tt0031514	7.8	5371	Le Jour se Leve	1939	93	Crime,Drama,Romance
12742	tt0031516	7.3	1625	Juarez	1939	125	Biography,Drama,History
12787	tt0031580	7.3	4702	The Little Princess	1939	93	Comedy,Drama,Family
12798	tt0031593	7.4	3561	Love Affair	1939	88	Comedy,Drama,Romance
12805	tt0031602	6.5	2638	Made for Each Other	1939	92	Comedy,Drama,Romance
12814	tt0031614	6.9	1062	The Man They Could Not Hang	1939	64	Crime,Horror,Sci-Fi
12817	tt0031619	7.2	1229	The Man in the Iron Mask	1939	113	Adventure,History,Romance
12835	tt0031647	7.9	3832	Midnight	1939	94	Comedy,Romance
12857	tt0031678	6.6	1015	Mr. Moto's Last Warning	1939	71	Crime,Drama,Mystery
12858	tt0031679	8.2	89455	Mr. Smith Goes to Washington	1939	129	Comedy,Drama
12896	tt0031725	8.0	16062	Ninotchka	1939	110	Comedy,Romance
12908	tt0031742	7.8	4737	Of Mice and Men	1939	106	Drama
12913	tt0031747	6.4	1727	The Oklahoma Kid	1939	85	Action,Adventure,History
12916	tt0031750	7.7	2594	The Old Maid	1939	95	Drama
12919	tt0031754	7.8	1559	On Borrowed Time	1939	99	Comedy,Drama,Fantasy
12925	tt0031762	7.7	10117	Only Angels Have Wings	1939	121	Adventure,Drama,Romance
12972	tt0031826	7.2	4257	The Private Lives of Elizabeth and Essex	1939	106	Biography,Drama,History
12980	tt0031835	7.0	1447	The Rains Came	1939	103	Adventure,Drama,Romance
12992	tt0031851	5.7	1484	The Return of Doctor X	1939	62	Horror,Mystery,Sci-Fi
13004	tt0031867	7.9	10619	The Roaring Twenties	1939	106	Action,Crime,Drama
13016	tt0031885	8.1	22800	The Rules of the Game	1939	110	Comedy,Drama
13069	tt0031951	7.2	7314	Son of Frankenstein	1939	99	Drama,Horror,Sci-Fi
13086	tt0031968	7.0	1516	The Spy in Black	1939	82	Thriller,War
13089	tt0031971	7.9	35063	Stagecoach	1939	96	Adventure,Western
13091	tt0031973	7.1	1080	Stanley and Livingstone	1939	101	Adventure,Drama,History
13101	tt0031983	7.0	1952	The Story of Vernon and Irene Castle	1939	93	Biography,Drama,Musical
13120	tt0032007	7.0	2781	Tarzan Finds a Son!	1939	82	Action,Adventure,Family
13134	tt0032022	7.0	1606	They Made Me a Criminal	1939	92	Crime,Drama,Film-Noir
13155	tt0032049	6.8	1478	Tower of London	1939	92	Drama,History
13174	tt0032080	7.2	2024	Union Pacific	1939	135	Drama,Western
13217	tt0032138	8.0	328886	The Wizard of Oz	1939	102	Adventure,Family,Fantasy
13222	tt0032143	8.0	10732	The Women	1939	133	Comedy,Drama
13224	tt0032145	7.7	13983	Wuthering Heights	1939	104	Drama,Romance
13230	tt0032152	7.2	1361	You Can't Cheat an Honest Man	1939	79	Comedy
13233	tt0032155	7.6	6015	Young Mr. Lincoln	1939	100	Biography,Drama
13234	tt0032156	7.9	2480	The Story of the Last Chrysanthemum	1939	143	Drama,Romance
13251	tt0032181	7.4	1432	Abe Lincoln in Illinois	1940	110	Biography,Drama,History
13263	tt0032194	7.6	3621	All This, and Heaven Too	1940	141	Drama,Romance
13276	tt0032215	4.5	1338	The Ape	1940	62	Horror
13293	tt0032234	7.3	5801	The Bank Dick	1940	72	Comedy
13300	tt0032247	6.7	1024	Beyond Tomorrow	1940	84	Drama,Fantasy,Romance
13310	tt0032258	6.4	1536	Black Friday	1940	70	Crime,Drama,Horror
13316	tt0032264	6.5	1244	The Blue Bird	1940	88	Drama,Family,Fantasy
13322	tt0032273	7.1	2561	Boom Town	1940	119	Adventure,Drama,Romance
13331	tt0032284	7.4	1728	Broadway Melody of 1940	1940	102	Musical
13332	tt0032285	7.1	1949	Brother Orchid	1940	88	Comedy,Crime,Drama
13359	tt0032324	7.6	1235	Charlie Chan at the Wax Museum	1940	63	Comedy,Crime,Mystery
13360	tt0032325	7.7	1050	Charlie Chan in Panama	1940	67	Adventure,Comedy,Crime
